name,node_id,physical_node_id,x_coord,y_coord,route_type,route_id,node_type,directed_route_id,directed_service_id,zone_id,agency_name,geometry,terminal_flag,ctrl_type,agent_type,out_degree,in_degree,degree
1346.2.767440:1;4;12;20;23;28;33;39;43,1500040,1000030,-96.71997319,43.55133457,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.71997319 43.551334569999995),0,,,2.0,2.0,4.0
1346.2.767448:1;4;12;20;23;28;33;39;43,1500041,1000031,-96.6915997,43.56276458999999,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.6915997 43.56276458999999),0,,,2.0,2.0,4.0
1346.2.767456:1;4;12;20;23;28;33;39;43,1500042,1000032,-96.66929964,43.551066,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.66929964 43.551066),0,,,2.0,2.0,4.0
1346.2.767459:1;4;12;20;23;28;33;39;43,1500043,1000033,-96.65984539,43.54158858,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.65984539 43.541588579999996),0,,,2.0,2.0,4.0
1346.2.767463:1;4;12;20;23;28;33;39;43,1500044,1000035,-96.67149334,43.54418719,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.67149334 43.544187189999995),0,,,2.0,2.0,4.0
1346.2.767468:1;4;12;20;23;28;33;39;43,1500045,1000036,-96.69205065,43.55119858,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.69205065 43.55119858),0,,,2.0,2.0,4.0
1346.2.767474:1;4;12;20;23;28;33;39;43,1500046,1000037,-96.71118667,43.55475885,3,1346,bus_service_node,1346.2,1346.2:1;4;12;20;23;28;33;39;43,,Sioux Area Metro,POINT (-96.71118667 43.55475885),0,,,2.0,2.0,4.0
1347.2.4211576:1;6;12;19;26;32,1500047,1000003,-96.7213634978653,43.5868366050116,3,1347,bus_service_node,1347.2,1347.2:1;6;12;19;26;32,,Sioux Area Metro,POINT (-96.7213634978653 43.5868366050116),0,,,2.0,2.0,4.0
1347.2.767253:1;32,1500048,1000007,-96.72551594,43.54486938,3,1347,bus_service_node,1347.2,1347.2:1;32,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1347.2.767253:1;6;12;19;26;32,1500049,1000007,-96.72551594,43.54486938,3,1347,bus_service_node,1347.2,1347.2:1;6;12;19;26;32,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1347.2.767483:1;6;12;19;26;32,1500050,1000038,-96.7313169,43.56370251,3,1347,bus_service_node,1347.2,1347.2:1;6;12;19;26;32,,Sioux Area Metro,POINT (-96.73131690000001 43.56370251),0,,,2.0,2.0,4.0
1347.2.767495:1;6;12;19;26;32,1500051,1000039,-96.71160062,43.60104827,3,1347,bus_service_node,1347.2,1347.2:1;6;12;19;26;32,,Sioux Area Metro,POINT (-96.71160062 43.60104827),0,,,2.0,2.0,4.0
1347.2.767501:1;6;12;19;26;32,1500052,1000040,-96.71167345,43.56139987,3,1347,bus_service_node,1347.2,1347.2:1;6;12;19;26;32,,Sioux Area Metro,POINT (-96.71167345 43.561399869999995),0,,,2.0,2.0,4.0
1348.2.767253:1;32,1500053,1000007,-96.72551594,43.54486938,3,1348,bus_service_node,1348.2,1348.2:1;32,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1348.2.767253:1;7;16;23;27;32,1500054,1000007,-96.72551594,43.54486938,3,1348,bus_service_node,1348.2,1348.2:1;7;16;23;27;32,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1348.2.767511:1;7;16;23;27;32,1500055,1000042,-96.6985501,43.53649046,3,1348,bus_service_node,1348.2,1348.2:1;7;16;23;27;32,,Sioux Area Metro,POINT (-96.6985501 43.536490459999996),0,,,2.0,2.0,4.0
1348.2.767520:1;7;16;23;27;32,1500056,1000043,-96.67162983,43.52951967,3,1348,bus_service_node,1348.2,1348.2:1;7;16;23;27;32,,Sioux Area Metro,POINT (-96.67162983 43.52951967),0,,,2.0,2.0,4.0
1348.2.767527:1;7;16;23;27;32,1500057,1000044,-96.69225064,43.53661820999999,3,1348,bus_service_node,1348.2,1348.2:1;7;16;23;27;32,,Sioux Area Metro,POINT (-96.69225064 43.53661820999999),0,,,2.0,2.0,4.0
1348.2.767531:1;7;16;23;27;32,1500058,1000045,-96.71245563,43.54134919,3,1348,bus_service_node,1348.2,1348.2:1;7;16;23;27;32,,Sioux Area Metro,POINT (-96.71245563000001 43.54134919),0,,,2.0,2.0,4.0
1349.2.4211579:1;7;13;28;31;38;50;55,1500059,1000004,-96.7863288615177,43.5270949842447,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.7863288615177 43.5270949842447),0,,,2.0,2.0,4.0
1349.2.767253:1;55,1500060,1000007,-96.72551594,43.54486938,3,1349,bus_service_node,1349.2,1349.2:1;55,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1349.2.767253:1;7;13;28;31;38;50;55,1500061,1000007,-96.72551594,43.54486938,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1349.2.767285:1;7;13;28;31;38;50;55,1500062,1000012,-96.75091225,43.54377231,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.75091225 43.543772309999994),0,,,2.0,2.0,4.0
1349.2.767536:1;7;13;28;31;38;50;55,1500063,1000046,-96.75107964,43.5439212,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.75107964 43.5439212),0,,,2.0,2.0,4.0
1349.2.767542:1;7;13;28;31;38;50;55,1500064,1000047,-96.77475687,43.54397839,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.77475687 43.54397839),0,,,2.0,2.0,4.0
1349.2.767557:1;7;13;28;31;38;50;55,1500065,1000048,-96.7915873,43.53709502,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.7915873 43.537095019999995),0,,,2.0,2.0,4.0
1349.2.767569:1;7;13;28;31;38;50;55,1500066,1000049,-96.79089022,43.52785569,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.79089022000001 43.527855689999996),0,,,2.0,2.0,4.0
1350.2.4211583:1;8;15;25;28;34,1500067,1000005,-96.7909195876765,43.5074285179269,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.7909195876765 43.5074285179269),0,,,2.0,2.0,4.0
1350.2.4211586:1;8;15;25;28;34,1500068,1000006,-96.7860608297914,43.527071309198895,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.78606082979141 43.527071309198895),0,,,2.0,2.0,4.0
1350.2.767270:1;34,1500069,1000009,-96.77159721,43.50468562,3,1350,bus_service_node,1350.2,1350.2:1;34,,Sioux Area Metro,POINT (-96.77159721000001 43.50468562),1,,,2.0,2.0,4.0
1350.2.767270:1;8;15;25;28;34,1500070,1000009,-96.77159721,43.50468562,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.77159721000001 43.50468562),1,,,2.0,2.0,4.0
1350.2.767589:1;8;15;25;28;34,1500071,1000050,-96.81083709,43.51443183,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.81083709 43.51443183),0,,,2.0,2.0,4.0
1350.2.767599:1;8;15;25;28;34,1500072,1000051,-96.78631348,43.51429405,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.78631348 43.51429405),0,,,2.0,2.0,4.0
1351.2.767253:1;46,1500073,1000007,-96.72551594,43.54486938,3,1351,bus_service_node,1351.2,1351.2:1;46,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1351.2.767253:1;7;14;19;24;31;35;41;46,1500074,1000007,-96.72551594,43.54486938,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1351.2.767285:1;7;14;19;24;31;35;41;46,1500075,1000012,-96.75091225,43.54377231,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.75091225 43.543772309999994),0,,,2.0,2.0,4.0
1351.2.767536:1;7;14;19;24;31;35;41;46,1500076,1000046,-96.75107964,43.5439212,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.75107964 43.5439212),0,,,2.0,2.0,4.0
1351.2.767611:1;7;14;19;24;31;35;41;46,1500077,1000053,-96.76068267,43.55835799,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.76068267000001 43.55835799),0,,,2.0,2.0,4.0
1351.2.767615:1;7;14;19;24;31;35;41;46,1500078,1000054,-96.78021257,43.57293985,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.78021257 43.57293985),0,,,2.0,2.0,4.0
1351.2.767623:1;7;14;19;24;31;35;41;46,1500079,1000055,-96.7809518804779,43.5682772668864,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.7809518804779 43.5682772668864),0,,,2.0,2.0,4.0
1351.2.767625:1;7;14;19;24;31;35;41;46,1500080,1000056,-96.75914209,43.55824837,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.75914209 43.558248369999994),0,,,2.0,2.0,4.0
1351.2.771294:1;7;14;19;24;31;35;41;46,1500081,1000058,-96.787706,43.602873,3,1351,bus_service_node,1351.2,1351.2:1;7;14;19;24;31;35;41;46,,Sioux Area Metro,POINT (-96.787706 43.602872999999995),0,,,2.0,2.0,4.0
19506.2.2581567:1;7;11;12;13;16,1500082,1000001,-96.6573663888705,43.543746637208,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.6573663888705 43.543746637207995),0,,,2.0,2.0,4.0
19506.2.767253:1;7;11;12;13;16,1500083,1000007,-96.72551594,43.54486938,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,1.0,3.0
19506.2.767253:1;8;9,1500084,1000007,-96.72551594,43.54486938,3,19506,bus_service_node,19506.2,19506.2:1;8;9,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,1.0,2.0,3.0
19506.2.767372:1;7;11;12;13;16,1500085,1000020,-96.69672536,43.54649391,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.69672536 43.546493909999995),0,,,2.0,2.0,4.0
19506.2.767376:1;7;11;12;13;16,1500086,1000021,-96.6797523,43.54592754,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.6797523 43.545927539999994),0,,,2.0,2.0,4.0
19506.2.767459:1;7;11;12;13;16,1500087,1000033,-96.65984539,43.54158858,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.65984539 43.541588579999996),0,,,2.0,2.0,4.0
19506.2.767462:1;7;11;12;13;16,1500088,1000034,-96.65494558,43.53733202,3,19506,bus_service_node,19506.2,19506.2:1;7;11;12;13;16,,Sioux Area Metro,POINT (-96.65494558 43.537332019999994),1,,,1.0,2.0,3.0
19506.2.767462:1;8;9,1500089,1000034,-96.65494558,43.53733202,3,19506,bus_service_node,19506.2,19506.2:1;8;9,,Sioux Area Metro,POINT (-96.65494558 43.537332019999994),1,,,2.0,1.0,3.0
19506.2.767506:1;8;9,1500090,1000041,-96.71397392,43.54665365,3,19506,bus_service_node,19506.2,19506.2:1;8;9,,Sioux Area Metro,POINT (-96.71397392 43.546653649999996),0,,,2.0,2.0,4.0
19552.1.767253:1;4;11;19,1500091,1000007,-96.72551594,43.54486938,3,19552,bus_service_node,19552.1,19552.1:1;4;11;19,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,1.0,2.0,3.0
19552.1.767344:1;4;11;19,1500092,1000017,-96.76094281,43.5148081,3,19552,bus_service_node,19552.1,19552.1:1;4;11;19,,Sioux Area Metro,POINT (-96.76094281 43.514808099999996),0,,,2.0,2.0,4.0
19552.1.767360:1;4;11;19,1500093,1000019,-96.73126238,43.52278231,3,19552,bus_service_node,19552.1,19552.1:1;4;11;19,,Sioux Area Metro,POINT (-96.73126238 43.52278231),0,,,2.0,2.0,4.0
19552.1.767603:1;4;11;19,1500094,1000052,-96.77274943,43.52044731,3,19552,bus_service_node,19552.1,19552.1:1;4;11;19,,Sioux Area Metro,POINT (-96.77274943 43.520447309999994),1,,,2.0,1.0,3.0
19552.2.767253:1;8;16;19,1500095,1000007,-96.72551594,43.54486938,3,19552,bus_service_node,19552.2,19552.2:1;8;16;19,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,1.0,3.0
19552.2.767336:1;8;16;19,1500096,1000016,-96.73150022,43.52170887,3,19552,bus_service_node,19552.2,19552.2:1;8;16;19,,Sioux Area Metro,POINT (-96.73150022 43.52170887),0,,,2.0,2.0,4.0
19552.2.767344:1;8;16;19,1500097,1000017,-96.76094281,43.5148081,3,19552,bus_service_node,19552.2,19552.2:1;8;16;19,,Sioux Area Metro,POINT (-96.76094281 43.514808099999996),0,,,2.0,2.0,4.0
19552.2.767603:1;8;16;19,1500098,1000052,-96.77274943,43.52044731,3,19552,bus_service_node,19552.2,19552.2:1;8;16;19,,Sioux Area Metro,POINT (-96.77274943 43.520447309999994),1,,,1.0,2.0,3.0
46099001902,1,-1,-96.712374,43.5086245,100,-1,centroid,,,1.0,,POINT (-96.712374 43.5086245),0,,0.0,2.0,2.0,4.0
46099000401,2,-1,-96.6975434,43.5483445,100,-1,centroid,,,2.0,,POINT (-96.6975434 43.5483445),0,,5.7,8.0,8.0,16.0
46099000100,3,-1,-96.7258222,43.5837376,100,-1,centroid,,,3.0,,POINT (-96.7258222 43.5837376),0,,6.1,1.0,1.0,2.0
46099000600,4,-1,-96.7246004,43.5379766,100,-1,centroid,,,4.0,,POINT (-96.7246004 43.5379766),0,,8.6,5.0,5.0,10.0
46099001901,5,-1,-96.720316,43.5178054,100,-1,centroid,,,5.0,,POINT (-96.720316 43.5178054),0,,0.9,4.0,4.0,8.0
46099000300,6,-1,-96.7079476,43.5608629,100,-1,centroid,,,6.0,,POINT (-96.7079476 43.5608629),0,,7.5,4.0,4.0,8.0
46099000406,7,-1,-96.6859654,43.541765,100,-1,centroid,,,7.0,,POINT (-96.6859654 43.541765),0,,3.6,8.0,8.0,16.0
46099000405,8,-1,-96.6693704,43.5503127,100,-1,centroid,,,8.0,,POINT (-96.6693704 43.5503127),0,,12.0,6.0,6.0,12.0
46099001105,9,-1,-96.8154082,43.5075375,100,-1,centroid,,,9.0,,POINT (-96.8154082 43.5075375),0,,0.0,1.0,1.0,2.0
46099001107,10,-1,-96.7900651,43.5244033,100,-1,centroid,,,10.0,,POINT (-96.7900651 43.5244033),0,,3.8,5.0,5.0,10.0
46099001804,11,-1,-96.6737002,43.5265206,100,-1,centroid,,,11.0,,POINT (-96.6737002 43.5265206),0,,9.5,1.0,1.0,2.0
46099001001,12,-1,-96.8050218,43.550293,100,-1,centroid,,,12.0,,POINT (-96.8050218 43.550293),0,,1.7,,,
46099010600,13,-1,-96.745258,43.5269123,100,-1,centroid,,,13.0,,POINT (-96.745258 43.5269123),0,,0.8,8.0,8.0,16.0
46099000500,14,-1,-96.7148388,43.5451788,100,-1,centroid,,,14.0,,POINT (-96.7148388 43.5451788),0,,4.3,7.0,7.0,14.0
46099000900,15,-1,-96.7529471,43.5451725,100,-1,centroid,,,15.0,,POINT (-96.7529471 43.5451725),0,,8.0,2.0,2.0,4.0
46099001200,16,-1,-96.7606216,43.5283122,100,-1,centroid,,,16.0,,POINT (-96.7606216 43.5283122),0,,5.5,3.0,3.0,6.0
46099001600,17,-1,-96.7215409,43.5279237,100,-1,centroid,,,17.0,,POINT (-96.7215409 43.5279237),0,,1.0,6.0,6.0,12.0
46099001700,18,-1,-96.7068364,43.5270177,100,-1,centroid,,,18.0,,POINT (-96.7068364 43.5270177),0,,1.2,3.0,3.0,6.0
46099001801,19,-1,-96.6876373,43.5196324,100,-1,centroid,,,19.0,,POINT (-96.6876373 43.5196324),0,,2.3,,,
46099000201,20,-1,-96.7447999,43.5544923,100,-1,centroid,,,20.0,,POINT (-96.7447999 43.5544923),0,,15.9,5.0,5.0,10.0
46099010405,21,-1,-96.7814625,43.591029,100,-1,centroid,,,21.0,,POINT (-96.7814625 43.591029),0,,0.2,1.0,1.0,2.0
46099000202,22,-1,-96.7683441,43.5553944,100,-1,centroid,,,22.0,,POINT (-96.7683441 43.5553944),0,,9.4,3.0,3.0,6.0
46099000408,23,-1,-96.6657169,43.5658034,100,-1,centroid,,,23.0,,POINT (-96.6657169 43.5658034),0,,10.3,,,
46099001108,24,-1,-96.7917235,43.5082124,100,-1,centroid,,,24.0,,POINT (-96.7917235 43.5082124),0,,8.1,2.0,2.0,4.0
46099001002,25,-1,-96.7869387,43.5375821,100,-1,centroid,,,25.0,,POINT (-96.7869387 43.5375821),0,,5.8,5.0,5.0,10.0
46099000407,26,-1,-96.6638811,43.5371365,100,-1,centroid,,,26.0,,POINT (-96.6638811 43.5371365),0,,3.7,6.0,6.0,12.0
46099001110,27,-1,-96.7672945,43.5032905,100,-1,centroid,,,27.0,,POINT (-96.7672945 43.5032905),0,,10.7,5.0,5.0,10.0
46099001109,28,-1,-96.7719045,43.5216706,100,-1,centroid,,,28.0,,POINT (-96.7719045 43.5216706),0,,23.5,4.0,4.0,8.0
46099001805,29,-1,-96.6760919,43.5114283,100,-1,centroid,,,29.0,,POINT (-96.6760919 43.5114283),0,,2.1,,,
46099001111,30,-1,-96.812619,43.5305482,100,-1,centroid,,,30.0,,POINT (-96.812619 43.5305482),0,,0.0,,,
46099000702,31,-1,-96.7375061,43.5458863,100,-1,centroid,,,31.0,,POINT (-96.7375061 43.5458863),0,,16.6,3.0,3.0,6.0
46099001112,32,-1,-96.822185,43.5232971,100,-1,centroid,,,32.0,,POINT (-96.822185 43.5232971),0,,1.6,1.0,1.0,2.0
46099001501,33,-1,-96.7380764,43.5157684,100,-1,centroid,,,33.0,,POINT (-96.7380764 43.5157684),0,,0.7,5.0,5.0,10.0
46099000701,34,-1,-96.727535,43.5453421,100,-1,centroid,,,34.0,,POINT (-96.727535 43.5453421),0,,17.6,5.0,5.0,10.0
46099001502,35,-1,-96.7362052,43.5344669,100,-1,centroid,,,35.0,,POINT (-96.7362052 43.5344669),0,,1.0,6.0,6.0,12.0
