WKT,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"MULTIPOLYGON (((-96.749193 43.503438,-96.746023 43.504661,-96.745721 43.504775,-96.74269 43.505919,-96.741029 43.506547,-96.734293 43.509091,-96.731209 43.51022,-96.727477 43.511641,-96.726887 43.511839,-96.726224 43.512047,-96.724192 43.512552,-96.721193 43.513196,-96.720205 43.513409,-96.714856 43.514608,-96.711552 43.515301,-96.711243 43.51536,-96.710998 43.515417,-96.710365 43.51554,-96.710154 43.515592,-96.709959 43.51566,-96.709703 43.515765,-96.709435 43.515854,-96.708853 43.51611,-96.708567 43.516261,-96.708322 43.516412,-96.707947 43.516676,-96.707635 43.516914,-96.707396 43.517135,-96.707183 43.517322,-96.706899 43.517608,-96.706681 43.517867,-96.706547 43.518057,-96.706363 43.518485,-96.706181 43.518778,-96.70594 43.519277,-96.705646 43.519911,-96.705629 43.519952,-96.705161 43.521052,-96.70486 43.521707,-96.704732 43.521985,-96.704696 43.522063,-96.702612 43.52667,-96.702183 43.527557,-96.702045 43.527752,-96.700958 43.529288,-96.700675 43.529586,-96.700301 43.52989,-96.699917 43.530257,-96.698691 43.531234,-96.698635 43.531279,-96.698577 43.531324,-96.697734 43.531996,-96.696905 43.532635,-96.696244 43.533144,-96.696212 43.53302,-96.696174 43.532869,-96.696141 43.532739,-96.695768 43.531703,-96.695676 43.531442,-96.694923 43.529293,-96.69483 43.528503,-96.694863 43.527831,-96.694996 43.527257,-96.695528 43.525784,-96.696487 43.52306,-96.69658 43.522678,-96.69656 43.52201,-96.69644 43.521524,-96.696227 43.521092,-96.695828 43.520592,-96.695335 43.520174,-96.69433 43.519507,-96.693006 43.518638,-96.692114 43.517902,-96.691595 43.51748,-96.691076 43.516999,-96.69041 43.51616,-96.690177 43.515718,-96.689918 43.515036,-96.689813 43.514622,-96.689685 43.514113,-96.689565 43.513661,-96.689489 43.513237,-96.689432 43.512915,-96.689452 43.512165,-96.689532 43.511463,-96.689597 43.510187,-96.689678 43.509519,-96.689911 43.508675,-96.690164 43.508032,-96.690397 43.50754,-96.69065 43.507119,-96.691076 43.506525,-96.691661 43.505892,-96.693598 43.504066,-96.694204 43.503502,-96.694816 43.502874,-96.695156 43.502437,-96.695375 43.502098,-96.695588 43.501755,-96.695795 43.501328,-96.695981 43.500861,-96.696161 43.500365,-96.69648 43.500367,-96.696852 43.500369,-96.696883 43.500369,-96.698117 43.500362,-96.698671 43.500359,-96.698714 43.500359,-96.699111 43.500357,-96.699228 43.500356,-96.699485 43.500354,-96.699564 43.500353,-96.699898 43.50035,-96.699998 43.50035,-96.700081 43.500349,-96.700379 43.500347,-96.700649 43.500346,-96.701293 43.500342,-96.70237 43.500339,-96.702392 43.500339,-96.70266 43.50034,-96.702861 43.500341,-96.703435 43.500343,-96.703565 43.500343,-96.70371 43.500343,-96.70432 43.500344,-96.704617 43.500344,-96.705636 43.50035,-96.705953 43.500352,-96.70646 43.500357,-96.706568 43.500358,-96.706734 43.50036,-96.707659 43.50037,-96.708395 43.500365,-96.709779 43.500357,-96.710257 43.500357,-96.710275 43.500357,-96.711064 43.500354,-96.711116 43.500354,-96.711995 43.500358,-96.712111 43.500359,-96.712344 43.50036,-96.712362 43.50036,-96.712402 43.500359,-96.712969 43.500353,-96.713001 43.500353,-96.713062 43.500352,-96.713404 43.500348,-96.713771 43.500344,-96.714898 43.500342,-96.716523 43.500339,-96.716872 43.500338,-96.717358 43.500338,-96.717479 43.500339,-96.717549 43.500339,-96.717956 43.50034,-96.717982 43.50034,-96.718613 43.500342,-96.718626 43.500342,-96.71929 43.500344,-96.720244 43.500346,-96.720653 43.500347,-96.721169 43.500345,-96.722343 43.50034,-96.722976 43.500342,-96.724024 43.500344,-96.724102 43.500344,-96.724139 43.500344,-96.724184 43.500344,-96.724377 43.500344,-96.724593 43.500345,-96.724867 43.500345,-96.724888 43.500345,-96.725455 43.50035,-96.72549 43.50035,-96.725746 43.50035,-96.726127 43.50035,-96.726401 43.50035,-96.727379 43.500349,-96.72744 43.500349,-96.727899 43.500349,-96.728573 43.500344,-96.728928 43.500342,-96.729536 43.500344,-96.730029 43.500346,-96.730694 43.500316,-96.731107 43.500298,-96.731637 43.500292,-96.7322 43.500285,-96.732417 43.500292,-96.733758 43.500332,-96.73381 43.500334,-96.734374 43.500351,-96.734763 43.50035,-96.735331 43.500349,-96.735392 43.500349,-96.736842 43.500348,-96.736856 43.500348,-96.738226 43.50033,-96.739303 43.500343,-96.740956 43.500352,-96.74196 43.500357,-96.744177 43.500369,-96.745297 43.500352,-96.746077 43.500341,-96.746925 43.500357,-96.748026 43.500378,-96.748435 43.501515,-96.748461 43.501589,-96.74849 43.501667,-96.74866 43.502141,-96.748739 43.502361,-96.749096 43.503215,-96.749193 43.503438)))","46","099","001902","46099001902","19.02",Census Tract 19.02,G5020,S,"7237653","129556","+43.5086245","-096.7123740"
"MULTIPOLYGON (((-96.702666 43.543949,-96.702655 43.544865,-96.702653 43.545767,-96.702651 43.546663,-96.701412 43.546666,-96.700147 43.546662,-96.698913 43.546669,-96.69893 43.547702,-96.698942 43.548477,-96.700163 43.548471,-96.701423 43.548483,-96.70143 43.54938,-96.701415 43.550306,-96.701417 43.551219,-96.70141 43.552231,-96.70143 43.553982,-96.701414 43.554705,-96.701424 43.555773,-96.701137 43.555813,-96.70104 43.555875,-96.700738 43.556068,-96.700397 43.556299,-96.700833 43.5567,-96.700835 43.557066,-96.700842 43.558462,-96.700845 43.559266,-96.700839 43.559632,-96.70085 43.559749,-96.700888 43.559869,-96.701052 43.560091,-96.701089 43.560214,-96.70045 43.560426,-96.696432 43.561745,-96.695715 43.561985,-96.693587 43.562698,-96.693414 43.562756,-96.693235 43.562817,-96.693277 43.561478,-96.693276 43.558079,-96.693317 43.556443,-96.693327 43.55561,-96.693344 43.555159,-96.693364 43.554639,-96.693518 43.553085,-96.693524 43.553032,-96.69364 43.552059,-96.693741 43.551214,-96.693819 43.551211,-96.693908 43.551208,-96.69398 43.550592,-96.693979 43.55055,-96.694058 43.55006,-96.694103 43.549861,-96.69408 43.549561,-96.694151 43.548454,-96.694151 43.5467,-96.694146 43.54441,-96.694118 43.54394,-96.694115 43.542973,-96.694112 43.542154,-96.694106 43.540314,-96.694007 43.538342,-96.694004 43.538279,-96.693997 43.537444,-96.693991 43.536665,-96.693973 43.536299,-96.693977 43.536183,-96.693992 43.535994,-96.694034 43.535841,-96.694115 43.535622,-96.694259 43.535276,-96.694492 43.534869,-96.694615 43.534666,-96.694761 43.534463,-96.694973 43.534235,-96.695063 43.534148,-96.695161 43.534044,-96.695746 43.533549,-96.695881 43.533426,-96.69601 43.533324,-96.696244 43.533144,-96.696547 43.533789,-96.697053 43.534506,-96.697392 43.534849,-96.697661 43.535102,-96.697945 43.53535,-96.698816 43.535993,-96.699349 43.536405,-96.699608 43.536618,-96.699246 43.536619,-96.699763 43.53699,-96.700989 43.537941,-96.701883 43.538561,-96.702312 43.538846,-96.702393 43.538906,-96.702623 43.539076,-96.702641 43.540302,-96.702636 43.541236,-96.702666 43.542145,-96.702666 43.543949)))","46","099","000401","46099000401","4.01",Census Tract 4.01,G5020,S,"1799515","0","+43.5483445","-096.6975434"
"MULTIPOLYGON (((-96.76575 43.569648,-96.765493 43.570301,-96.76525 43.570678,-96.764239 43.572572,-96.763968 43.572928,-96.763881 43.573055,-96.763303 43.574067,-96.762685 43.574893,-96.762465 43.575123,-96.762137 43.575494,-96.761543 43.576088,-96.759499 43.577889,-96.758754 43.578534,-96.758346 43.578948,-96.757984 43.579345,-96.757243 43.580068,-96.756548 43.580677,-96.755005 43.581997,-96.753664 43.583312,-96.752354 43.584499,-96.751456 43.585371,-96.749713 43.587041,-96.749412 43.58719,-96.749298 43.587151,-96.748997 43.587234,-96.748393 43.587783,-96.748335 43.588163,-96.748144 43.58822,-96.748051 43.588345,-96.747931 43.588541,-96.747615 43.588899,-96.747415 43.589057,-96.747374 43.589076,-96.7472 43.589367,-96.746945 43.589473,-96.746508 43.589748,-96.746191 43.590121,-96.746164 43.590223,-96.746114 43.590284,-96.74603 43.590371,-96.745871 43.590506,-96.74578 43.59059,-96.745367 43.591074,-96.745328 43.591095,-96.745227 43.59117,-96.745163 43.591223,-96.744913 43.59141,-96.74489 43.591427,-96.744819 43.591476,-96.744788 43.591504,-96.744704 43.591542,-96.744479 43.591682,-96.744447 43.591709,-96.744335 43.591825,-96.744271 43.591877,-96.744159 43.591992,-96.744106 43.592038,-96.744004 43.592043,-96.743476 43.592564,-96.743363 43.592811,-96.743062 43.594007,-96.743236 43.594473,-96.743478 43.594693,-96.743712 43.59534,-96.744107 43.597441,-96.744107 43.597809,-96.743964 43.598347,-96.743828 43.598512,-96.743323 43.598896,-96.743221 43.59893,-96.743172 43.598938,-96.74305 43.598991,-96.743016 43.599016,-96.742896 43.599074,-96.742727 43.599143,-96.742632 43.599157,-96.742345 43.599213,-96.742311 43.599225,-96.742257 43.599243,-96.742216 43.599263,-96.742027 43.599334,-96.74198 43.599356,-96.741838 43.599426,-96.741753 43.599462,-96.741662 43.59949,-96.741487 43.599555,-96.740965 43.599827,-96.740754 43.599978,-96.740605 43.600121,-96.740559 43.600184,-96.740447 43.600383,-96.740403 43.600448,-96.740172 43.600845,-96.740314 43.601263,-96.740365 43.601619,-96.740281 43.602011,-96.740314 43.602575,-96.740337 43.60298,-96.74029 43.603394,-96.740135 43.603885,-96.740059 43.604252,-96.740118 43.604677,-96.740187 43.604824,-96.740316 43.605065,-96.740471 43.60528,-96.740738 43.605547,-96.741013 43.605659,-96.741306 43.605667,-96.741797 43.605762,-96.741995 43.605745,-96.742496 43.605495,-96.742805 43.605349,-96.743175 43.605228,-96.743597 43.605151,-96.744251 43.605151,-96.744853 43.605298,-96.745345 43.605392,-96.745595 43.605469,-96.745862 43.605487,-96.746094 43.605547,-96.746284 43.605616,-96.746473 43.605754,-96.746611 43.605969,-96.746637 43.606124,-96.746594 43.606391,-96.746387 43.606764,-96.746172 43.606951,-96.745965 43.607149,-96.745638 43.607381,-96.745371 43.607588,-96.745067 43.608023,-96.744863 43.608354,-96.744725 43.608845,-96.744656 43.609379,-96.744639 43.60962,-96.74463 43.610113,-96.744664 43.610389,-96.744472 43.610354,-96.744363 43.610334,-96.744288 43.61032,-96.741904 43.609829,-96.739075 43.609296,-96.736329 43.608774,-96.733762 43.608295,-96.732481 43.608051,-96.732435 43.608043,-96.730622 43.607698,-96.72974 43.607534,-96.728273 43.607281,-96.728087 43.607251,-96.726935 43.607068,-96.725607 43.606871,-96.724441 43.606707,-96.724055 43.606656,-96.723847 43.606633,-96.722493 43.606463,-96.721295 43.606327,-96.721193 43.60632,-96.719731 43.606167,-96.718369 43.606052,-96.718075 43.606024,-96.71716 43.605958,-96.716271 43.605925,-96.715798 43.605874,-96.714891 43.605834,-96.714278 43.605812,-96.713054 43.605794,-96.711331 43.605792,-96.708003 43.605784,-96.70696 43.605803,-96.706687 43.6058,-96.704638 43.60578,-96.703498 43.605799,-96.703247 43.605808,-96.703197 43.60581,-96.70304 43.605812,-96.702138 43.605848,-96.702023 43.605855,-96.701411 43.605891,-96.700616 43.605938,-96.700025 43.605985,-96.697743 43.606181,-96.697453 43.606214,-96.697001 43.606249,-96.696689 43.606276,-96.692485 43.606643,-96.691901 43.606704,-96.690915 43.606809,-96.690909 43.606555,-96.690894 43.605995,-96.690893 43.604748,-96.690893 43.604477,-96.6909 43.603122,-96.690896 43.603021,-96.690934 43.602639,-96.690928 43.602029,-96.690928 43.601918,-96.690904 43.600614,-96.690901 43.598478,-96.690908 43.598381,-96.6909 43.598037,-96.690902 43.597291,-96.690906 43.597176,-96.690902 43.596868,-96.690904 43.59575,-96.690919 43.594894,-96.690933 43.594577,-96.690934 43.594555,-96.69094 43.594419,-96.690979 43.593873,-96.691024 43.593455,-96.691059 43.593075,-96.691175 43.592239,-96.691283 43.59159,-96.691413 43.590927,-96.691506 43.590519,-96.691834 43.589189,-96.692318 43.587222,-96.692402 43.586854,-96.692462 43.586626,-96.692474 43.586566,-96.692496 43.586458,-96.692676 43.58576,-96.693297 43.583032,-96.69331 43.583012,-96.693473 43.581644,-96.693575 43.580176,-96.693584 43.580052,-96.693581 43.577738,-96.693578 43.575455,-96.693595 43.574072,-96.693611 43.5735,-96.693611 43.573014,-96.693611 43.570178,-96.693613 43.56983,-96.693614 43.56965,-96.693617 43.569605,-96.693716 43.569611,-96.69401 43.569649,-96.694058 43.569658,-96.694463 43.569796,-96.694967 43.570026,-96.695246 43.570176,-96.695552 43.570359,-96.69578 43.570547,-96.695853 43.570596,-96.695893 43.570618,-96.695923 43.570645,-96.695944 43.570677,-96.696359 43.571207,-96.696418 43.571265,-96.696524 43.57134,-96.696963 43.571627,-96.697209 43.571748,-96.697334 43.571805,-96.697465 43.571854,-96.6976 43.571897,-96.698156 43.572043,-96.699206 43.572265,-96.69935 43.572292,-96.699786 43.572352,-96.700573 43.572394,-96.701513 43.572375,-96.702454 43.572401,-96.702947 43.57239,-96.703094 43.572377,-96.703286 43.572349,-96.70348 43.572329,-96.703673 43.5723,-96.703864 43.572265,-96.703913 43.572259,-96.704053 43.572223,-96.704198 43.572201,-96.704339 43.572167,-96.704419 43.572158,-96.704594 43.571984,-96.70477 43.571859,-96.705038 43.571649,-96.706083 43.570742,-96.706851 43.569995,-96.707398 43.569535,-96.707634 43.569314,-96.707795 43.569166,-96.708506 43.568437,-96.708783 43.568211,-96.709032 43.568009,-96.709226 43.567803,-96.70957 43.567497,-96.709605 43.567471,-96.7098 43.567362,-96.709883 43.567323,-96.709969 43.567288,-96.71005 43.567263,-96.710519 43.567123,-96.710566 43.567113,-96.711151 43.567029,-96.711435 43.567007,-96.711938 43.566967,-96.712035 43.566953,-96.712499 43.566831,-96.71269 43.566791,-96.712836 43.566774,-96.713575 43.566719,-96.713674 43.566718,-96.71407 43.56673,-96.714511 43.566779,-96.715089 43.56688,-96.715383 43.566919,-96.717327 43.567212,-96.717868 43.567262,-96.718053 43.567314,-96.718246 43.567346,-96.718295 43.567351,-96.71859 43.56734,-96.718731 43.567375,-96.71878 43.567382,-96.71887 43.567351,-96.718918 43.567343,-96.718968 43.56734,-96.71937 43.567363,-96.719513 43.567357,-96.719661 43.567229,-96.719911 43.567055,-96.720041 43.566947,-96.720079 43.566923,-96.720278 43.566817,-96.720355 43.566772,-96.720824 43.566453,-96.721649 43.566123,-96.721925 43.56597,-96.722 43.565923,-96.722105 43.565847,-96.72237 43.565587,-96.722568 43.56534,-96.722715 43.565196,-96.723335 43.564685,-96.723365 43.564656,-96.723439 43.564563,-96.723674 43.563943,-96.723812 43.563379,-96.723824 43.563308,-96.723859 43.562987,-96.723862 43.562844,-96.723837 43.562738,-96.72375 43.56257,-96.723697 43.56251,-96.723661 43.562485,-96.72356 43.56243,-96.722948 43.562099,-96.721872 43.561654,-96.72169 43.561597,-96.721613 43.561552,-96.721524 43.561466,-96.721483 43.5614,-96.721371 43.561088,-96.72124 43.560856,-96.721211 43.560788,-96.721082 43.560555,-96.721009 43.560461,-96.721002 43.560426,-96.720989 43.560068,-96.720993 43.560033,-96.721109 43.559685,-96.721128 43.559542,-96.721142 43.559482,-96.721169 43.559187,-96.721184 43.559154,-96.72126 43.559061,-96.721323 43.558965,-96.721357 43.558899,-96.721382 43.558868,-96.721415 43.558802,-96.721423 43.558658,-96.721348 43.558521,-96.721315 43.5585,-96.72133 43.558429,-96.721282 43.558292,-96.721241 43.558226,-96.72123 43.558157,-96.72127 43.558054,-96.721274 43.557983,-96.721271 43.557735,-96.721335 43.557566,-96.721443 43.557405,-96.721508 43.557352,-96.721622 43.557284,-96.721708 43.557251,-96.721889 43.557205,-96.721951 43.55716,-96.722056 43.557133,-96.72223 43.55693,-96.722358 43.556776,-96.72272 43.55671,-96.72266 43.556502,-96.722984 43.556079,-96.723248 43.555942,-96.723474 43.555871,-96.723677 43.55547,-96.723828 43.555388,-96.723866 43.555267,-96.723757 43.555073,-96.723526 43.554664,-96.723471 43.554608,-96.723364 43.554178,-96.723327 43.553947,-96.723411 43.553093,-96.723453 43.552664,-96.724024 43.551269,-96.724053 43.55122,-96.724277 43.551219,-96.724832 43.551218,-96.725809 43.551216,-96.726831 43.551213,-96.728325 43.551214,-96.729814 43.551221,-96.731354 43.551205,-96.73135 43.552345,-96.73135 43.552522,-96.731348 43.552997,-96.731347 43.553815,-96.731361 43.555121,-96.731373 43.556418,-96.73139 43.557743,-96.731359 43.559036,-96.731367 43.560298,-96.731344 43.561549,-96.731338 43.562847,-96.731343 43.563857,-96.731345 43.564166,-96.732321 43.564181,-96.733792 43.564181,-96.734142 43.564167,-96.734505 43.564135,-96.734919 43.564062,-96.735965 43.563806,-96.736313 43.563709,-96.736554 43.563656,-96.736841 43.563608,-96.737149 43.563588,-96.737663 43.563578,-96.738725 43.563556,-96.740417 43.563554,-96.747058 43.563518,-96.748809 43.563583,-96.754013 43.563924,-96.755975 43.564076,-96.756621 43.564113,-96.761184 43.564371,-96.7615 43.564406,-96.761832 43.564433,-96.762206 43.564477,-96.762488 43.564523,-96.762925 43.564614,-96.763254 43.564719,-96.76389 43.564963,-96.764274 43.565141,-96.764768 43.565403,-96.765606 43.565926,-96.765674 43.566495,-96.765692 43.566646,-96.765684 43.567694,-96.765781 43.568781,-96.76575 43.569648)))","46","099","000100","46099000100","1",Census Tract 1,G5020,S,"22470026","421592","+43.5837376","-096.7258222"
"MULTIPOLYGON (((-96.732721 43.537703,-96.732707 43.538958,-96.73271 43.540126,-96.732714 43.541444,-96.731262 43.541441,-96.729763 43.541428,-96.728238 43.541443,-96.726804 43.541448,-96.725276 43.541448,-96.723793 43.541431,-96.722307 43.541442,-96.720886 43.541444,-96.719956 43.541438,-96.720238 43.541025,-96.720646 43.540581,-96.720869 43.540345,-96.71952 43.540796,-96.719442 43.540798,-96.717911 43.540476,-96.716315 43.540466,-96.716293 43.537573,-96.716292 43.536737,-96.716292 43.536648,-96.716307 43.535636,-96.716307 43.53484,-96.716309 43.534585,-96.717917 43.534582,-96.719417 43.534577,-96.720854 43.534575,-96.722308 43.534574,-96.723802 43.53458,-96.725264 43.534583,-96.726295 43.534584,-96.7263 43.534859,-96.727538 43.534861,-96.728781 43.534858,-96.730035 43.534875,-96.731278 43.534883,-96.731702 43.534883,-96.732556 43.53487,-96.732536 43.535785,-96.732539 43.536689,-96.732566 43.536695,-96.73271 43.536695,-96.732721 43.537703)))","46","099","000600","46099000600","6",Census Tract 6,G5020,S,"960432","0","+43.5379766","-096.7246004"
"MULTIPOLYGON (((-96.731249 43.511789,-96.726231 43.513001,-96.726223 43.513078,-96.726199 43.513961,-96.726226 43.514865,-96.726221 43.515766,-96.72622 43.516053,-96.726229 43.516679,-96.726236 43.517578,-96.726247 43.518488,-96.727525 43.518498,-96.728737 43.5185,-96.728785 43.519817,-96.728778 43.520736,-96.72998 43.520762,-96.730004 43.522132,-96.728751 43.522126,-96.727494 43.522126,-96.726245 43.522112,-96.725237 43.522116,-96.723796 43.522118,-96.723196 43.52212,-96.722396 43.522115,-96.721063 43.522118,-96.720046 43.522104,-96.719911 43.522109,-96.718694 43.522115,-96.717544 43.522101,-96.715196 43.522113,-96.713112 43.522104,-96.712439 43.522099,-96.711238 43.522114,-96.711255 43.520399,-96.711239 43.519733,-96.711229 43.519354,-96.711226 43.518469,-96.711226 43.517449,-96.711234 43.516638,-96.711236 43.516458,-96.711401 43.515891,-96.711552 43.515301,-96.714856 43.514608,-96.720205 43.513409,-96.721193 43.513196,-96.724192 43.512552,-96.726224 43.512047,-96.726887 43.511839,-96.727477 43.511641,-96.731209 43.51022,-96.731233 43.511055,-96.731251 43.511505,-96.731249 43.511789)))","46","099","001901","46099001901","19.01",Census Tract 19.01,G5020,S,"1279389","0","+43.5178054","-096.7203160"
"MULTIPOLYGON (((-96.724024 43.551269,-96.723453 43.552664,-96.723411 43.553093,-96.723327 43.553947,-96.723364 43.554178,-96.723471 43.554608,-96.723526 43.554664,-96.723757 43.555073,-96.723866 43.555267,-96.723828 43.555388,-96.723677 43.55547,-96.723474 43.555871,-96.723248 43.555942,-96.722984 43.556079,-96.72266 43.556502,-96.72272 43.55671,-96.722358 43.556776,-96.72223 43.55693,-96.722056 43.557133,-96.721951 43.55716,-96.721889 43.557205,-96.721708 43.557251,-96.721622 43.557284,-96.721508 43.557352,-96.721443 43.557405,-96.721335 43.557566,-96.721271 43.557735,-96.721274 43.557983,-96.72127 43.558054,-96.72123 43.558157,-96.721241 43.558226,-96.721282 43.558292,-96.72133 43.558429,-96.721315 43.5585,-96.721348 43.558521,-96.721423 43.558658,-96.721415 43.558802,-96.721382 43.558868,-96.721357 43.558899,-96.721323 43.558965,-96.72126 43.559061,-96.721184 43.559154,-96.721169 43.559187,-96.721142 43.559482,-96.721128 43.559542,-96.721109 43.559685,-96.720993 43.560033,-96.720989 43.560068,-96.721002 43.560426,-96.721009 43.560461,-96.721082 43.560555,-96.721211 43.560788,-96.72124 43.560856,-96.721371 43.561088,-96.721483 43.5614,-96.721524 43.561466,-96.721613 43.561552,-96.72169 43.561597,-96.721872 43.561654,-96.722948 43.562099,-96.72356 43.56243,-96.723661 43.562485,-96.723697 43.56251,-96.72375 43.56257,-96.723837 43.562738,-96.723862 43.562844,-96.723859 43.562987,-96.723824 43.563308,-96.723812 43.563379,-96.723674 43.563943,-96.723439 43.564563,-96.723365 43.564656,-96.723335 43.564685,-96.722715 43.565196,-96.722568 43.56534,-96.72237 43.565587,-96.722105 43.565847,-96.722 43.565923,-96.721925 43.56597,-96.721649 43.566123,-96.720824 43.566453,-96.720355 43.566772,-96.720278 43.566817,-96.720079 43.566923,-96.720041 43.566947,-96.719911 43.567055,-96.719661 43.567229,-96.719513 43.567357,-96.71937 43.567363,-96.718968 43.56734,-96.718918 43.567343,-96.71887 43.567351,-96.71878 43.567382,-96.718731 43.567375,-96.71859 43.56734,-96.718295 43.567351,-96.718246 43.567346,-96.718053 43.567314,-96.717868 43.567262,-96.717327 43.567212,-96.715383 43.566919,-96.715089 43.56688,-96.714511 43.566779,-96.71407 43.56673,-96.713674 43.566718,-96.713575 43.566719,-96.712836 43.566774,-96.71269 43.566791,-96.712499 43.566831,-96.712035 43.566953,-96.711938 43.566967,-96.711435 43.567007,-96.711151 43.567029,-96.710566 43.567113,-96.710519 43.567123,-96.71005 43.567263,-96.709969 43.567288,-96.709883 43.567323,-96.7098 43.567362,-96.709605 43.567471,-96.70957 43.567497,-96.709226 43.567803,-96.709032 43.568009,-96.708783 43.568211,-96.708506 43.568437,-96.707795 43.569166,-96.707634 43.569314,-96.707398 43.569535,-96.706851 43.569995,-96.706083 43.570742,-96.705038 43.571649,-96.70477 43.571859,-96.704594 43.571984,-96.704419 43.572158,-96.704339 43.572167,-96.704198 43.572201,-96.704053 43.572223,-96.703913 43.572259,-96.703864 43.572265,-96.703673 43.5723,-96.70348 43.572329,-96.703286 43.572349,-96.703094 43.572377,-96.702947 43.57239,-96.702454 43.572401,-96.701513 43.572375,-96.700573 43.572394,-96.699786 43.572352,-96.69935 43.572292,-96.699206 43.572265,-96.698156 43.572043,-96.6976 43.571897,-96.697465 43.571854,-96.697334 43.571805,-96.697209 43.571748,-96.696963 43.571627,-96.696524 43.57134,-96.696418 43.571265,-96.696359 43.571207,-96.695944 43.570677,-96.695923 43.570645,-96.695893 43.570618,-96.695853 43.570596,-96.69578 43.570547,-96.695552 43.570359,-96.695246 43.570176,-96.694967 43.570026,-96.694463 43.569796,-96.694058 43.569658,-96.69401 43.569649,-96.693716 43.569611,-96.693617 43.569605,-96.693614 43.56956,-96.693615 43.56938,-96.693623 43.567826,-96.693626 43.56735,-96.693598 43.567065,-96.693587 43.566482,-96.693592 43.564146,-96.693583 43.563945,-96.693569 43.563626,-96.693574 43.563372,-96.693582 43.562971,-96.693587 43.562698,-96.695715 43.561985,-96.696432 43.561745,-96.70045 43.560426,-96.701089 43.560214,-96.701052 43.560091,-96.700888 43.559869,-96.70085 43.559749,-96.700839 43.559632,-96.700845 43.559266,-96.700842 43.558462,-96.700835 43.557066,-96.700833 43.5567,-96.700397 43.556299,-96.700738 43.556068,-96.70104 43.555875,-96.701137 43.555813,-96.701424 43.555773,-96.701414 43.554705,-96.70143 43.553982,-96.70141 43.552231,-96.701417 43.551219,-96.702656 43.551214,-96.703887 43.551214,-96.704356 43.551209,-96.70519 43.551215,-96.706421 43.551207,-96.707682 43.551216,-96.708059 43.551215,-96.708936 43.551211,-96.710186 43.551208,-96.71139 43.551218,-96.711853 43.551209,-96.712637 43.551213,-96.712761 43.551213,-96.713877 43.551219,-96.714235 43.551218,-96.715668 43.551222,-96.717065 43.551217,-96.718501 43.551229,-96.719923 43.55123,-96.721562 43.551226,-96.721634 43.551226,-96.722236 43.551224,-96.722342 43.551224,-96.722401 43.551224,-96.723546 43.55122,-96.723865 43.55122,-96.724053 43.55122,-96.724024 43.551269)))","46","099","000300","46099000300","3",Census Tract 3,G5020,S,"3904158","99245","+43.5608629","-096.7079476"
